State/ UT,District/ Area,Total Crimes against Women,Crime_Probability,District_Score,Normalized_Score
Uttar Pradesh,Agra,1184.0,0.01666338277929462,15733.0,0.01746496572057831
Uttar Pradesh,Aligarh,954.0,0.013426408083992456,13016.0,0.014448865049198963
Uttar Pradesh,Allahabad,945.0,0.01329974385678498,11942.0,0.013256633867358175
Uttar Pradesh,Ambedkar Nagar,259.0,0.0036451149829706984,2793.0,0.0031004671237256226
Uttar Pradesh,Amethi,260.0,0.0036591887859937513,3120.0,0.0034634648857944654
Uttar Pradesh,Amroha,447.0,0.006290989951304641,4126.0,0.004580210294483322
Uttar Pradesh,Auraiya,482.0,0.006783573057111493,5852.0,0.006496216830663209
Uttar Pradesh,Azamgarh,442.0,0.006220620936189377,4339.0,0.004816658378032752
Uttar Pradesh,Badaun,585.0,0.008233174768485941,8413.0,0.009339144257752834
Uttar Pradesh,Baghpat,426.0,0.005995440087820531,4605.0,0.005111940961244716
Uttar Pradesh,Bahraich,489.0,0.006882089678272863,4098.0,0.0045491279173031154
Uttar Pradesh,Ballia,292.0,0.004109550482731443,3447.0,0.0038264626478633087
Uttar Pradesh,Balrampur,104.0,0.0014636755143975005,1501.0,0.00166623743383894
Uttar Pradesh,Banda,311.0,0.004376952740169448,4134.0,0.004589090973677667
Uttar Pradesh,Barabanki,258.0,0.0036310411799476455,2746.0,0.003048293133458847
Uttar Pradesh,Bareilly,1019.0,0.014341205280490894,13908.0,0.015439060779368406
Uttar Pradesh,Basti,183.0,0.0025755059532186785,2194.0,0.002435526269049057
Uttar Pradesh,Bijnor,742.0,0.010442761843105244,7718.0,0.00856763525274413
Uttar Pradesh,Bulandshahar,917.0,0.012905677372139499,9490.0,0.0105347056942915
Uttar Pradesh,Chandoli,263.0,0.00370141019506291,3216.0,0.003570033036126603
Uttar Pradesh,Chitrakoot,172.0,0.002420694119965097,2430.0,0.002697506305282228
Uttar Pradesh,Deoria,308.0,0.00433473133110029,4444.0,0.004933217292458527
Uttar Pradesh,Etah,340.0,0.004785093027837983,4477.0,0.004969850094135199
Uttar Pradesh,Etawah,478.0,0.006727277845019281,6071.0,0.0067393254236083975
Uttar Pradesh,Faizabad,312.0,0.0043910265431925015,3281.0,0.003642188554580654
Uttar Pradesh,Fatehgarh,355.0,0.004996200073183776,4360.0,0.004839970160917907
Uttar Pradesh,Fatehpur,476.0,0.006699130238973176,6645.0,0.007376514155802635
Uttar Pradesh,Firozabad,678.0,0.009542038449629859,9102.0,0.010103992753365777
Uttar Pradesh,G. R. P.,122.0,0.0017170039688124525,1794.0,0.0019914923093318176
Uttar Pradesh,Gautambudh Nagar,522.0,0.007346525178033608,5895.0,0.006543950481332812
Uttar Pradesh,Ghaziabad,1330.0,0.018718158020660344,18483.0,0.020517699193634328
Uttar Pradesh,Ghazipur,447.0,0.006290989951304641,6254.0,0.0069424709601790344
Uttar Pradesh,Gonda,229.0,0.0032229008922791116,2796.0,0.003103797378423502
Uttar Pradesh,Gorakhpur,662.0,0.009316857601261013,9597.0,0.01065348477851586
Uttar Pradesh,Hamirpur,386.0,0.005432487966898415,5120.0,0.005683634684380661
Uttar Pradesh,Hapur,288.0,0.004053255270639232,4130.0,0.004584650634080495
Uttar Pradesh,Hardoi,488.0,0.00686801587524981,6163.0,0.006841453234343362
Uttar Pradesh,Hathras,328.0,0.004616207391561347,4600.0,0.005106390536748251
Uttar Pradesh,Jalaun,164.0,0.0023081036957806737,2000.0,0.002220169798586196
Uttar Pradesh,Jaunpur,292.0,0.004109550482731443,4048.0,0.0044936236723384605
Uttar Pradesh,Jhansi,552.0,0.007768739268725195,7287.0,0.008089188661148805
Uttar Pradesh,Kannauj,284.0,0.0039969600585470205,3848.0,0.004271606692479841
Uttar Pradesh,Kanpur Dehat,472.0,0.006642835026880964,6045.0,0.006710463216226777
Uttar Pradesh,Kanpur Nagar,1314.0,0.018492977172291498,16957.0,0.01882370963731306
Uttar Pradesh,Kasganj,235.0,0.003307343710417429,3244.0,0.0036011154133068096
Uttar Pradesh,Kaushambi,406.0,0.005713964027359473,5305.0,0.005889000390749885
Uttar Pradesh,Khiri,495.0,0.0069665324964111805,6530.0,0.00724885439238393
Uttar Pradesh,Kushi Nagar,348.0,0.0048976834520224055,5077.0,0.005635901033711058
Uttar Pradesh,Lalitpur,153.0,0.002153291862527092,2182.0,0.0024222052502575397
Uttar Pradesh,Lucknow,1762.0,0.02479804092661919,22268.0,0.024719370537458703
Uttar Pradesh,Maharajganj,225.0,0.0031666056801869,2878.0,0.0031948243401655357
Uttar Pradesh,Mahoba,244.0,0.003434007937624905,3438.0,0.003816471883769671
Uttar Pradesh,Mainpuri,333.0,0.004686576406676612,3609.0,0.00400629640154879
Uttar Pradesh,Mathura,597.0,0.008402060404762575,7680.0,0.008525452026570993
Uttar Pradesh,Mau,194.0,0.0027303177864722605,2400.0,0.002664203758303435
Uttar Pradesh,Meerut,859.0,0.012089396796802432,11203.0,0.012436281126780576
Uttar Pradesh,Mirzapur,96.0,0.0013510850902130774,868.0,0.000963553692586409
Uttar Pradesh,Moradabad,846.0,0.011906437357502745,11706.0,0.012994653831125004
Uttar Pradesh,Muzaffarnagar,572.0,0.008050215329186252,7478.0,0.008301214876913786
Uttar Pradesh,Pilibhit,393.0,0.005531004588059786,5487.0,0.006091035842421228
Uttar Pradesh,Pratapgarh,546.0,0.007684296450586878,7689.0,0.00853544279066463
Uttar Pradesh,Raibareilly,308.0,0.00433473133110029,3758.0,0.004171699051543462
Uttar Pradesh,Rampur,431.0,0.0060658091029357954,5746.0,0.006378547831338141
Uttar Pradesh,Saharanpur,641.0,0.009021307737776901,8774.0,0.009739884906397642
Uttar Pradesh,Sambhal,426.0,0.005995440087820531,4386.0,0.004868832368299527
Uttar Pradesh,Sant Kabirnagar,139.0,0.0019562586202043516,1915.0,0.0021258125821462825
Uttar Pradesh,Shahjahanpur,473.0,0.006656908829904017,6652.0,0.007384284750097688
Uttar Pradesh,Shamli,228.0,0.0032088270892560587,3069.0,0.0034068505559305177
Uttar Pradesh,Shrawasti,138.0,0.0019421848171812988,1360.0,0.0015097154630386131
Uttar Pradesh,Sidharthnagar,209.0,0.002941424831818054,2742.0,0.0030438527938616744
Uttar Pradesh,Sitapur,607.0,0.008542798434993103,8280.0,0.00919150296614685
Uttar Pradesh,Sonbhadra,129.0,0.0018155205899738228,1258.0,0.0013964868033107172
Uttar Pradesh,Bhadohi,110.0,0.001548118332535818,1094.0,0.0012144328798266491
Uttar Pradesh,Sultanpur,351.0,0.0049399048610915645,3867.0,0.00429269830556641
Uttar Pradesh,Unnao,724.0,0.010189433388690291,8354.0,0.00927364924869454
Uttar Pradesh,Varanasi,748.0,0.010527204661243562,7901.0,0.008770780789314767
Uttar Pradesh,Total District(s),35527.0,0.5,450416.0,0.5
Uttarakhand,Almora,33.0,0.011355815554026153,557.0,0.013552311435523115
Uttarakhand,Bageshwar,31.0,0.010667584308327599,472.0,0.01148418491484185
Uttarakhand,Chamoli,35.0,0.012044046799724708,578.0,0.014063260340632603
Uttarakhand,Champawat,14.0,0.004817618719889883,231.0,0.005620437956204379
Uttarakhand,Dehradun,343.0,0.11803165863730214,4337.0,0.10552311435523114
Uttarakhand,Haridwar,332.0,0.11424638678596008,4835.0,0.11763990267639902
Uttarakhand,Nainital,138.0,0.047487955953200274,2061.0,0.050145985401459856
Uttarakhand,Pauri Garhwal,48.0,0.016517549896765314,726.0,0.017664233576642336
Uttarakhand,Pithoragarh,21.0,0.0072264280798348245,238.0,0.005790754257907543
Uttarakhand,Rudra Prayag,8.0,0.0027529249827942187,84.0,0.0020437956204379564
Uttarakhand,Tehri Garhwal,31.0,0.010667584308327599,492.0,0.01197080291970803
Uttarakhand,Udhamsingh Nagar,382.0,0.13145216792842396,5357.0,0.13034063260340634
Uttarakhand,Uttarkashi,37.0,0.012732278045423262,582.0,0.01416058394160584
Uttarakhand,Total District(s),1453.0,0.5,20550.0,0.5
West Bengal,North 24 Parganas,2690.0,0.04049009573123006,31952.0,0.04003097038018898
West Bengal,South 24 Parganas,4073.0,0.06130712264434945,46157.0,0.05782766336499696
West Bengal,Alipurduar,553.0,0.00832380034920826,7020.0,0.008794986607064554
West Bengal,Asansol-Durgapur PC,668.0,0.010054789571918838,7942.0,0.009950111628676166
West Bengal,Bankura,613.0,0.009226925161057258,7497.0,0.009392594671390735
West Bengal,Barrackpur PC,1738.0,0.02616051538322596,19874.0,0.02489908316649586
West Bengal,Bidhannagar PC,532.0,0.008007706665061112,6118.0,0.007664918527353411
West Bengal,Birbhum,508.0,0.007646456740321513,6068.0,0.007602276172602239
West Bengal,Burdwan,1301.0,0.019582756336925765,15929.0,0.01995660137662839
West Bengal,Coochbehar,1169.0,0.01759588175085797,14807.0,0.018550906936012086
West Bengal,Dakshin Dinajpur,562.0,0.00845926907098561,6932.0,0.008684736062702491
West Bengal,Darjeeling,404.0,0.00608104039978325,5036.0,0.006309337970538047
West Bengal,Hooghly,1677.0,0.025242338491179482,19350.0,0.02424259128870358
West Bengal,Howrah G. R. P.,22.0,0.00033114576434463243,338.0,0.000423462318117923
West Bengal,Howrah PC,853.0,0.012839424408453249,9978.0,0.012500908314143891
West Bengal,Howrah Rural,1112.0,0.01673791317960142,12713.0,0.015927445119033004
West Bengal,Jalpaiguri,764.0,0.011499789270877235,10180.0,0.012753983427338626
West Bengal,Jhargram Police District,202.0,0.003040520199891625,2496.0,0.0031271063491785083
West Bengal,Kharagpur G. R. P.,12.0,0.00018062496236979952,152.0,0.000190432758443563
West Bengal,Kolkata,1919.0,0.028884941898970437,22769.0,0.028526075506588724
West Bengal,Malda,1175.0,0.01768619423204287,15179.0,0.019016966055360806
West Bengal,Murshidabad,2984.0,0.044915407309290147,36855.0,0.04617367968708891
West Bengal,Nadia,2331.0,0.03508639894033355,27622.0,0.03460614245873748
West Bengal,Paschim Medinipur,1653.0,0.024881088566439884,20712.0,0.025948969032125506
West Bengal,Purab Medinipur,1355.0,0.02039556866758986,15641.0,0.019595781413261636
West Bengal,Purulia,538.0,0.008098019146246012,7091.0,0.008883938750811218
West Bengal,Sealdah G. R. P.,44.0,0.0006622915286892649,608.0,0.000761731033774252
West Bengal,Siliguri G. R. P.,11.0,0.00016557288217231621,154.0,0.00019293845263360988
West Bengal,Siliguri PC,954.0,0.01435968450839906,12154.0,0.015227103592914898
West Bengal,Uttar Dinajpur,801.0,0.012056716238184117,9767.0,0.012236557577093946
West Bengal,Total District(s),33218.0,0.5,399091.0,0.5
A & N Islands,South Andaman,79.0,0.29044117647058826,1200.0,0.2827521206409048
A & N Islands,North & Middle Andaman,53.0,0.1948529411764706,860.0,0.20263901979264845
A & N Islands,Nicobar,4.0,0.014705882352941176,62.0,0.014608859566446749
A & N Islands,Total District(s),136.0,0.5,2122.0,0.5
Chandigarh,Chandigarh,463.0,0.5,6972.0,0.5
Chandigarh,Total District(s),463.0,0.5,6972.0,0.5
D&N Haveli,D&N Haveli,25.0,0.5,412.0,0.5
D&N Haveli,Total District(s),25.0,0.5,412.0,0.5
Daman & Diu,Daman,22.0,0.39285714285714285,368.0,0.39826839826839827
Daman & Diu,Diu,6.0,0.10714285714285714,94.0,0.10173160173160173
Daman & Diu,Total District(s),28.0,0.5,462.0,0.5
Delhi UT,Central,715.0,0.020901543498596818,10478.0,0.02113693213911079
Delhi UT,Crime Branch,3.0,8.769878391019644e-05,58.0,0.00011700153312353748
Delhi UT,East,1926.0,0.05630261927034612,27544.0,0.055563624626805454
Delhi UT,EOW,6.0,0.00017539756782039288,84.0,0.00016945049624788187
Delhi UT,IGI Airport,20.0,0.0005846585594013096,270.0,0.0005446623093681918
Delhi UT,Metro,24.0,0.0007015902712815715,353.0,0.0007120955378035988
Delhi UT,New Delhi,114.0,0.003332553788587465,1760.0,0.00355039134995562
Delhi UT,North,517.0,0.015113423760523855,7597.0,0.015325183571370936
Delhi UT,North-East,1796.0,0.0525023386342376,26522.0,0.05350197692245622
Delhi UT,North-West,1329.0,0.038850561272217025,19451.0,0.03923787622044703
Delhi UT,Outer,2284.0,0.06676800748362956,33127.0,0.06682603082385218
Delhi UT,RAILWAY,41.0,0.0011985500467726847,689.0,0.0013898975227951264
Delhi UT,South,2712.0,0.07927970065481758,38963.0,0.07859880577745501
Delhi UT,South-East,1741.0,0.050894527595884004,25677.0,0.051797385620915036
Delhi UT,South-West,1766.0,0.05162535079513564,25466.0,0.051371742112482854
Delhi UT,Spl Cell,1.0,2.9232927970065482e-05,14.0,2.8241749374646977e-05
Delhi UT,SPUWAC,157.0,0.004589569691300281,1570.0,0.0031671104655854113
Delhi UT,Vigilance,0.0,0.0,0.0,0.0
Delhi UT,West,1952.0,0.05706267539756782,28237.0,0.05696159122085048
Delhi UT,Total District(s),17104.0,0.5,247860.0,0.5
Lakshadweep,Lakshadweep,9.0,0.5,114.0,0.5
Lakshadweep,Total District(s),9.0,0.5,114.0,0.5
Puducherry,Karaikal,12.0,0.075,160.0,0.0861141011840689
Puducherry,Puducherry,68.0,0.425,769.0,0.41388589881593113
Puducherry,Total District(s),80.0,0.5,929.0,0.5
Puducherry,,,,,
